EPOCH	TIMESTAMP	BAD_EPOCHS	LEARNING_RATE	TRAIN_LOSS	DEV_LOSS	DEV_ACCURACY
1	17:19:12	0	0.0000	0.2549012289067721	0.12346922606229782		0.9701
